name,number,position,status,height,weight,experience,college,team_key
Tarron Jackson,75,DE,DEV,74,254,2,Coastal Carolina,3
Tyree Jackson,80,TE,ACT,79,249,2,Buffalo,3
Josh Jobe,28,CB,ACT,71,190,,R,3
Fred Johnson,,OT,DEV,79,326,4,Florida,3
Kyron Johnson,58,LB,ACT,72,235,,R,3
Lane Johnson,65,OT,ACT,78,325,10,Oklahoma,3
Patrick Johnson,48,LB,ACT,74,248,2,Tulane,3
Roderick Johnson,71,OT,DEV,79,301,5,Florida State,3
Linval Joseph,98,DT,ACT,76,329,13,East Carolina,3
Cam Jurgens,51,C,ACT,75,303,,R,3
Dalton Keene,,TE,TRC,76,251,3,Virginia Tech,3
Jason Kelce,62,C,ACT,75,295,12,Cincinnati,3
Matt Leo,66,DE,DEV,79,280,1,Iowa State,3
Rick Lovato,45,LS,ACT,74,249,6,Old Dominion,3
Avonte Maddox,29,CB,ACT,69,184,5,Pittsburgh,3
Jordan Mailata,68,OT,ACT,80,365,5,Jared Mayden,3
Jared Mayden,41,SAF,TRC,72,205,1,Alabama,3
Mac McCain III,37,CB,DEV,72,185,2,North Carolina A&T,3
Zech McPhearson,27,CB,ACT,71,191,2,Texas Tech,3
Gardner Minshew,10,QB,ACT,73,225,4,Washington State,3
Sua Opeta,78,G,ACT,76,305,3,Weber State,3
Zach Pascal,3,WR,ACT,74,214,5,Old Dominion,3
Robert Quinn,98,DE,RES,76,264,12,North Carolina,3
Haason Reddick,7,OLB,ACT,73,240,6,Temple,3
Janarius Robinson,59,LB,ACT,77,258,2,Florida State,3
Tyrese Robinson,79,G,DEV,75,324,,R,3
Anthony Rush,,NT,CUT,77,350,4,UAB,3
Miles Sanders,26,RB,ACT,71,211,4,Penn State,3
Boston Scott,35,RB,ACT,66,203,4,Louisiana Tech,3
Josiah Scott,33,CB,ACT,69,185,3,Michigan State,3
Trey Sermon,34,RB,ACT,72,215,2,Ohio State,3
Isaac Seumalo,56,G,ACT,76,303,7,Oregon State,3
Josh Sills,61,G,ACT,78,325,,R,3
Arryn Siposs,8,P,ACT,74,212,2,Auburn,3
Darius Slay,2,CB,ACT,72,190,10,Mississippi State,3
DeVonta Smith,6,WR,ACT,72,170,2,Alabama,3
Jack Stoll,89,TE,ACT,76,247,2,Nebraska,3
Ndamukong Suh,93,NT,ACT,76,313,13,Nebraska,3
Josh Sweat,94,DE,ACT,77,265,5,Florida State,3
Auden Tate,13,WR,DEV,77,228,5,Florida State,3
Davion Taylor,52,LB,DEV,73,230,3,Colorado,3
Noah Togiai,83,TE,DEV,76,244,2,Oregon State,3
Cameron Tom,66,C,DEV,76,300,5,Southern Mississippi,3
Brett Toth,64,OT,PUP,78,304,4,Army,3
Marlon Tuipulotu,95,DT,RES,74,307,2,USC,3
K'Von Wallace,42,SAF,ACT,71,205,3,Clemson,3
Greg Ward,84,WR,DEV,71,190,4,Houston,3
Quez Watkins,16,WR,ACT,72,193,3,Southern Mississippi,3
Kyzir White,43,OLB,ACT,74,234,5,West Virginia,3
Jarrid Williams,67,OT,CUT,78,308,,R,3
Milton Williams,93,DT,ACT,75,290,2,Louisiana Tech,3
Marvin Wilson,73,DT,DEV,76,303,1,Florida State,3
Oday Aboushi,76,G,ACT,77,315,10,Virginia,1
Cam Akers,3,RB,ACT,70,217,2,Florida State,1
Brian Allen,55,C,ACT,74,303,5,Michigan State,1
Tremayne Anchrum,72,G,RES,74,314,3,Clemson,1
A.J. Arcuri,61,OT,ACT,79,320,,R,1
Tutu Atwell,15,WR,ACT,69,165,2,Louisville,1
Kendall Blanton,,TE,TRC,78,262,2,Missouri,1
Chandler Brewer,67,G,RES,78,320,2,Middle Tennessee State,1
Malcolm Brown,41,RB,DEV,71,225,7,Texas,1
Bobby Brown III,95,DT,ACT,76,324,2,Texas A&M,1
Earnest Brown IV,90,DE,DEV,77,270,1,Northwestern,1
Logan Bruss,60,G,RES,77,309,,R,1
Terrell Burgess,26,S,TRD,71,202,3,Utah,1
Roger Carter,49,TE,DEV,74,250,,R,1
T.J. Carter,68,DE,DEV,76,289,1,Kentucky,1
T.J. Carter,20,CB,DEV,71,193,,R,1
Case Cookus,14,QB,DEV,76,205,1,Northern Arizona,1
Marquise Copeland,93,DT,ACT,74,287,2,Cincinnati,1
Riley Dixon,11,P,ACT,76,221,7,Syracuse,1
Aaron Donald,99,DE,ACT,73,280,9,Pittsburgh,1
Cobie Durant,14,CB,ACT,71,180,,R,1
David Edwards,73,G,RSR,78,308,4,Wisconsin,1
Bobby Evans,71,G,ACT,76,312,4,Oklahoma,1
Leonard Floyd,54,OLB,ACT,77,240,7,Georgia,1
Jordan Fuller,4,DB,RES,74,203,3,Ohio State,1
Jake Funk,34,RB,TRC,70,205,2,Maryland,1
Greg Gaines,91,NT,ACT,73,312,4,Washington,1
Elijah Garcia,69,DE,TRC,77,302,,R,1
Matt Gay,8,K,ACT,72,232,4,Utah,1
Jake Gervase,43,LB,ACT,73,212,2,Iowa,1
Grant Haley,36,DB,RES,69,190,3,Penn State,1
Daniel Hardy,44,LB,ACT,75,240,,R,1
Jacob Harris,87,WR,ACT,77,211,2,UCF,1
Rob Havenstein,79,OT,ACT,80,330,8,Wisconsin,1
Darrell Henderson,27,RB,TRC,68,208,4,Memphis,1
Tyler Higbee,89,TE,ACT,78,255,7,Western Kentucky,1
Troy Hill,2,CB,ACT,71,180,7,Oregon,1
Michael Hoecht,97,DT,ACT,76,310,2,Brown,1
Justin Hollins,58,OLB,TRD,77,248,4,Oregon,1
Brycen Hopkins,88,TE,ACT,76,245,3,Purdue,1
Travin Howard,32,LB,ACT,73,219,4,TCU,1
Jake Hummel,35,LB,RES,73,235,,R,1
Dan Isom,41,SAF,CUT,72,194,,R,1
Alaric Jackson,77,G,RES,79,285,2,Iowa,1
Van Jefferson,12,WR,ACT,73,200,3,Florida,1
Shaun Jolly,49,DB,ACT,69,180,,R,1
Ernest Jones,53,OLB,ACT,74,230,2,South Carolina,1
Derion Kendrick,6,CB,ACT,72,190,,R,1
Jeremiah Kolone,62,C,DEV,75,316,1,San Jose State,1
J.J. Koski,17,WR,RES,73,195,1,Cal Poly (San Luis Obispo),1
Cooper Kupp,10,WR,RES,74,208,6,Eastern Washington,1
Quentin Lake,37,SAF,ACT,73,201,,R,1
Terrell Lewis,52,LB,ACT,77,262,3,Alabama,1
David Long,22,DB,ACT,71,196,4,Michigan,1
Baker Mayfield,17,QB,ACT,73,215,5,Oklahoma,1
Lance McCutcheon,82,WR,ACT,75,202,,R,1
Takk McKinley,50,DE,TRD,74,250,6,UCLA,1
Kyle Nelson,,LS,CUT,74,240,9,New Mexico State,1
Joe Noteboom,70,OT,RES,77,321,5,TCU,1
Ty Nsekhe,68,OT,ACT,80,325,8,Texas State-San Marcos,1
Matthew Orzech,42,LS,ACT,75,245,3,Azusa Pacific,1
Matt Overton,,LS,TRD,73,243,10,Western Washington University,1
Bryce Perkins,16,QB,ACT,75,215,2,Virginia,1
Jared Pinkney,46,TE,DEV,76,257,1,Vanderbilt,1
Max Pircher,66,OT,DEV,79,300,1,Brandon Powell,1
Brandon Powell,19,WR,ACT,68,181,5,Florida,1
Trey Ragas,32,RB,CUT,70,214,1,Louisiana,1
Jalen Ramsey,5,CB,ACT,73,208,7,Florida State,1
Taylor Rapp,24,S,ACT,72,208,4,Washington,1
Ronnie Rivers,30,RB,ACT,69,195,,R,1
Jaquarii Roberson,,WR,DEV,73,182,,R,1
Allen Robinson,1,WR,RES,74,210,9,Penn State,1
A'Shawn Robinson,94,DE,RES,76,330,7,Alabama,1
Robert Rochell,31,CB,ACT,74,195,2,Central Arkansas,1
Christian Rozeboom,56,LB,ACT,74,230,2,South Dakota,1
Nick Scott,33,FS,ACT,71,200,4,Penn State,1
Coleman Shelton,65,C,ACT,76,299,4,Washington,1
Ben Skowronek,18,WR,ACT,75,224,2,Notre Dame,1
Matt Skura,64,G,ACT,75,313,6,Duke,1
Matthew Stafford,9,QB,RES,75,220,14,Georgia,1
Brayden Thomas,98,LB,DEV,75,260,,R,1
Keir Thomas,96,LB,ACT,74,275,,R,1
Zach Thomas,57,OT,ACT,77,300,,R,1
Cole Toner,66,OT,DEV,77,310,5,Harvard,1
Austin Trammell,82,WR,ACT,70,185,1,Rice,1
Zach VanValkenburg,51,DE,DEV,76,267,,R,1
Bobby Wagner,45,MLB,ACT,72,242,11,Utah State,1
Benton Whitley,51,LB,TRD,76,260,,R,1
Jonah Williams,92,DE,ACT,77,275,2,Weber State,1
Kyren Williams,23,RB,ACT,69,195,,R,1
John Wolford,13,QB,ACT,73,200,3,Wake Forest,1
Russ Yeast,21,SAF,ACT,70,195,,R,1
Brandon Aiyuk,11,WR,ACT,72,200,3,Arizona State,20
Azeez Al-Shaair,51,OLB,ACT,74,228,4,Florida Atlantic,20
Arik Armstead,91,DT,ACT,79,290,8,Oregon,20
Aaron Banks,65,G,ACT,77,325,2,Notre Dame,20
Alex Barrett,58,DE,DEV,74,250,2,San Diego State,20
Kurt Benkert,6,QB,CUT,75,218,2,Virginia,20
Nick Bosa,97,DE,ACT,76,266,4,Ohio State,20
Jake Brendel,64,C,ACT,76,299,6,UCLA,20
Daniel Brunskill,60,OT,ACT,77,300,4,San Diego State,20
Spencer Burford,74,G,ACT,76,300,,R,20
Oren Burks,48,OLB,ACT,75,233,5,Vanderbilt,20
Tevin Coleman,28,RB,ACT,73,210,8,Indiana,20
Kalia Davis,93,DT,RSN,74,310,,R,20
Tyrion Davis-Price,32,RB,ACT,73,219,,R,20
Ross Dwelley,82,TE,ACT,77,235,5,San Diego,20
Jacob Eason,,QB,DEV,78,231,3,Washington,20
Samson Ebukam,56,DE,ACT,75,245,6,Eastern Washington,20
Demetrius Flannigan-Fowles,45,LB,ACT,74,223,3,Arizona,20
Troy Fumagalli,49,TE,CUT,78,248,5,Wisconsin,20
Jimmy Garoppolo,10,QB,ACT,74,225,9,Eastern Illinois,20
Tashaun Gipson,31,FS,ACT,73,207,11,Wyoming,20
Kevin Givens,90,DT,ACT,73,285,3,Penn State,20
Robbie Gould,9,K,ACT,72,190,18,Penn State,20
Danny Gray,86,WR,ACT,72,200,,R,20
Dre Greenlaw,57,OLB,ACT,72,230,4,Arkansas,20
Alfredo Gutierrez,77,OT,DEV,81,332,1,Blake Hance,20
Blake Hance,61,G,TRC,78,310,2,Northwestern,20
Tayler Hawkins,41,SAF,DEV,73,205,,R,20
Ka'dar Hollman,,CB,CUT,72,196,3,Toledo,20
Talanoa Hufanga,29,S,ACT,72,200,2,USC,20
Maurice Hurst,96,DT,RES,74,291,5,Michigan,20
Kerry Hyder,92,DE,ACT,74,275,7,Texas Tech,20
Keith Ismael,60,C,DEV,75,309,3,San Diego State,20
Drake Jackson,95,DE,ACT,76,273,,R,20
Janoris Jenkins,20,CB,DEV,70,190,11,North Alabama,20
Jauan Jennings,15,WR,ACT,75,212,2,Tennessee,20
Josh Johnson,11,QB,ACT,74,205,8,San Diego,20
Buddy Johnson,,LB,TRC,74,240,2,Texas A&M,20
Dontae Johnson,27,DB,ACT,74,200,9,N.C. State,20
Kyle Juszczyk,44,FB,ACT,74,235,10,Harvard,20
Javon Kinlaw,99,DT,RES,77,319,3,South Carolina,20
George Kittle,85,TE,ACT,76,250,6,Iowa,20
Qwuantrezz Knight,43,CB,DEV,72,199,,R,20
Tyler Kroft,47,TE,ACT,78,252,8,Rutgers,20
Trey Lance,5,QB,RES,76,224,2,North Dakota State,20
Deommodore Lenoir,38,CB,ACT,70,200,2,Oregon,20
Marlon Mack,23,RB,TRC,71,210,6,University of South Florida,20
Tay Martin,83,WR,DEV,75,186,,R,20
Jordan Mason,41,RB,ACT,71,223,,R,20
Jordan Matthews,88,TE,RES,75,236,7,Vanderbilt,20
Christian McCaffrey,23,RB,ACT,71,205,6,Stanford,20
Ray-Ray McCloud,3,WR,ACT,69,190,5,Clemson,20
Marcelino McCrary-Ball,40,LB,DEV,72,214,,R,20
T.Y. McGill,76,DT,ACT,72,294,7,N.C. State,20
Mike McGlinchey,69,OT,ACT,80,310,5,Notre Dame,20
Colton McKivitz,68,OT,ACT,78,301,3,West Virginia,20
Elijah Mitchell,25,RB,RES,70,200,2,Louisiana,20
Jaylon Moore,76,OT,ACT,76,311,2,Western Michigan,20
Tarvarius Moore,33,DB,ACT,74,200,5,Southern Mississippi,20
Emmanuel Moseley,4,CB,RES,71,190,5,Tennessee,20
Dazz Newsome,83,WR,DEV,70,184,1,North Carolina,20
George Odum,30,DB,ACT,73,202,5,Central Arkansas,20
Charles Omenihu,94,DE,ACT,77,280,4,Texas,20
Taybor Pepper,46,LS,ACT,76,245,5,Michigan State,20
Jason Poe,62,C,DEV,73,300,,R,20
Brock Purdy,14,QB,ACT,73,220,,R,20
Hassan Ridgeway,98,DT,ACT,75,305,7,Texas,20
Curtis Robinson,59,LB,ACT,75,235,2,Stanford,20
Deebo Samuel,19,WR,ACT,72,215,4,South Carolina,20
Tajae Sharpe,88,WR,CUT,76,194,7,UMass Amherst,20
Sam Sloman,,K,CUT,68,205,2,Miami (Ohio),20
Willie Snead,83,WR,DEV,71,195,8,Ball State,20
Akeem Spence,55,DT,DEV,73,307,9,Illinois,20
Keaton Sutherland,66,G,TRD,77,316,3,Texas A&M,20
Ambry Thomas,20,CB,ACT,72,190,2,Michigan,20
Kemoko Turay,53,DE,DEV,77,248,5,Rutgers,20
Malik Turner,17,WR,TRC,74,202,5,Illinois,20
Jason Verrett,2,DB,RES,70,188,9,TCU,20
Kary Vincent Jr.,,CB,CUT,70,189,2,LSU,20
Charvarius Ward,35,CB,ACT,73,196,5,Middle Tennessee State,20
Jimmie Ward,1,CB,ACT,71,195,9,Northern Illinois,20
Fred Warner,54,MLB,ACT,75,230,5,BYU,20
Leroy Watson,72,TE,DEV,77,275,,R,20
Connor Wedington,,WR,CUT,72,204,1,Stanford,20
Trent Williams,71,OT,ACT,77,320,13,Oklahoma,20
Jordan Willis,75,DE,ACT,76,270,6,Kansas State,20
Jeff Wilson,22,RB,TRC,72,213,5,North Texas,20
Mitch Wishnowsky,18,P,ACT,74,220,4,Utah,20
Charlie Woerner,89,TE,ACT,77,241,3,Georgia,20
Samuel Womack,26,CB,ACT,70,189,,R,20
Nick Zakelj,63,OT,ACT,78,316,,R,20
Nelson Agholor,15,WR,ACT,72,198,8,USC,11
David Andrews,60,C,ACT,75,300,8,Georgia,11
Jake Bailey,7,P,RES,74,205,4,Stanford,11
Christian Barmore,90,DT,RES,77,310,2,Alabama,11
Ja'Whaun Bentley,8,OLB,ACT,74,244,5,Purdue,11
Joshuah Bledsoe,24,SAF,ACT,71,201,1,Missouri,11
Kendrick Bourne,84,WR,ACT,73,190,6,Eastern Washington,11
Lynn Bowden,86,RB,DEV,71,203,3,Kentucky,11
Trent Brown,77,OT,ACT,80,370,8,Florida,11
Myles Bryant,27,CB,ACT,69,185,3,Washington,11
Yodny Cajuste,72,OT,ACT,77,310,3,West Virginia,11
Marcus Cannon,61,OT,RES,78,335,11,TCU,11
Joe Cardona,49,LS,ACT,75,245,8,Navy,11
Ron'Dell Carter,44,LB,CUT,75,269,2,James Madison,11
Jamie Collins,58,OLB,DEV,75,255,10,Southern Mississippi,11
Carl Davis,98,DT,ACT,77,320,8,Iowa,11
Cody Davis,22,DB,RES,74,203,10,Texas Tech,11
Kyle Dugger,23,S,ACT,74,220,3,Lenoir Rhyne,11
Daniel Ekuale,95,DT,ACT,75,305,4,Washington State,11
James Ferentz,65,C,ACT,74,300,6,Iowa,11
Nick Folk,6,K,ACT,73,222,15,Arizona,11
Garrett Gilbert,19,QB,DEV,76,221,4,SMU,11
Davon Godchaux,92,NT,ACT,75,311,6,LSU,11
Sebastian Gutierrez,,OT,TRD,78,295,,R,11
Lawrence Guy,93,DE,ACT,76,315,12,Arizona State,11
Damien Harris,37,RB,ACT,71,213,4,Alabama,11
Kevin Harris,36,RB,ACT,70,225,,R,11
Brad Hawkins,36,DB,DEV,73,221,,R,11
Hunter Henry,85,TE,ACT,77,250,7,Arkansas,11
Justin Herron,75,OT,TRD,77,305,3,Wake Forest,11
Chasen Hines,63,G,RES,75,330,,R,11
Hayden Howerton,61,G,DEV,76,309,,R,11
Brian Hoyer,5,QB,RES,74,216,14,Michigan State,11
Lil'Jordan Humphrey,83,WR,CUT,76,225,3,Texas,11
Anfernee Jennings,58,OLB,ACT,75,259,3,Alabama,11
Jack Jones,13,CB,ACT,71,175,,R,11
Jonathan Jones,31,CB,ACT,70,190,7,Auburn,11
Mac Jones,10,QB,ACT,75,217,2,Alabama,11
Marcus Jones,25,CB,ACT,68,175,,R,11
Matt Judon,9,OLB,ACT,75,261,7,Grand Valley,11
Harvey Langi,52,LB,TRD,74,252,5,BYU,11
Devin McCourty,32,FS,ACT,70,195,13,Rutgers,11
Conor McDermott,75,OT,ACT,80,305,6,UCLA,11
Cameron McGrone,45,LB,DEV,73,236,1,Michigan,11
Raekwon McMillan,50,MLB,ACT,74,242,5,Ohio State,11
Jakobi Meyers,16,WR,ACT,74,200,4,N.C. State,11
Jalen Mills,2,CB,ACT,72,191,7,LSU,11
DaMarcus Mitchell,97,DE,ACT,75,260,,R,11
Terrance Mitchell,39,CB,TRD,71,191,9,Oregon,11
Ty Montgomery,14,WR,RES,72,216,8,Stanford,11
Quandre Mosely,,DB,DEV,74,185,,R,11
Calvin Munson,,LB,DEV,73,235,4,San Diego State,11
Bill Murray,62,G,DEV,76,265,1,William & Mary,11
Tre Nixon,82,WR,DEV,74,180,1,UCF,11
Quinn Nordin,3,K,RSN,73,189,2,Michigan,11
Mike Onwenu,71,G,ACT,75,350,3,Michigan,11
Michael Palardy,17,P,ACT,71,200,6,Tennessee,11
DeVante Parker,1,WR,ACT,75,219,8,Louisville,11
Jabrill Peppers,3,FS,ACT,71,213,6,Michigan,11
Ronnie Perkins,51,LB,RES,75,253,2,Oklahoma,11
Jeremiah Pharms,72,DE,DEV,75,275,1,Friends U.,11
Adrian Phillips,21,S,ACT,71,210,8,Texas,11
LaBryan Ray,65,DT,DEV,76,290,,R,11
Sam Roberts,96,DT,ACT,77,295,,R,11
Kody Russey,66,C,ACT,74,300,,R,11
Brenden Schooler,41,DB,ACT,73,205,,R,11
Matthew Slater,18,WR,ACT,72,205,15,UCLA,11
Jonnu Smith,81,TE,ACT,75,248,6,Florida International,11
Matt Sokol,87,TE,DEV,77,249,1,Michigan State,11
Rhamondre Stevenson,38,RB,ACT,72,230,2,Oklahoma,11
Cole Strange,69,G,ACT,77,305,,R,11
Pierre Strong,35,RB,ACT,71,205,,R,11
Andrew Stueber,64,OT,RSN,78,325,,R,11
Jahlani Tavai,48,MLB,ACT,74,246,4,Hawaii,11
J.J. Taylor,42,RB,DEV,66,185,3,Arizona,11
Hunter Thedford,49,OT,DEV,78,260,1,Utah,11
Tyquan Thornton,11,WR,ACT,74,182,,R,11
Laquon Treadwell,,WR,TRC,74,215,5,Mississippi,11
Josh Uche,55,LB,ACT,75,245,3,Michigan,11
Tristan Vizcaino,,K,DEV,74,203,2,Washington,11
Shaun Wade,26,CB,ACT,73,191,2,Ohio State,11
Scotty Washington,82,TE,DEV,77,247,1,Wake Forest,11
Raleigh Webb,44,WR,ACT,74,204,,R,11
Kristian Wilkerson,17,WR,RES,74,201,1,Southeast Missouri State,11
Joejuan Williams,33,CB,RES,75,212,4,Vanderbilt,11
Mack Wilson,30,MLB,ACT,73,233,4,Alabama,11
Deatrich Wise,91,DE,ACT,77,275,6,Arkansas,11
Jalen Wydermyer,88,TE,TRD,77,265,,R,11
Isaiah Wynn,76,OT,ACT,74,310,5,Georgia,11
Bailey Zappe,4,QB,ACT,73,220,,R,11
Austin Allen,46,TE,CUT,80,255,,R,2
Jack Anderson,77,G,ACT,76,314,2,Texas Tech,2
Ryder Anderson,90,DE,ACT,78,276,,R,2
Saquon Barkley,26,RB,ACT,72,232,5,Penn State,2
Darrian Beavers,41,LB,RES,76,255,,R,2
Daniel Bellinger,82,TE,ACT,77,253,,R,2
Dane Belton,24,FS,ACT,73,205,,R,2
Ben Bredeson,68,G,RSR,77,315,3,Michigan,2
Matt Breida,31,RB,ACT,70,190,6,Georgia Southern,2
Gary Brightwell,23,RB,ACT,73,218,2,Arizona,2
Cameron Brown,47,LB,ACT,77,233,3,Penn State,2
Terrell Burgess,,SAF,DEV,71,202,3,Utah,2
Vernon Butler,94,DT,DEV,76,330,7,Louisiana Tech,2
Lawrence Cager,83,TE,ACT,77,220,2,Georgia,2
Austin Calitro,59,ILB,TRC,72,240,4,Villanova,2
Landon Collins,26,S,DEV,72,218,8,Alabama,2
Jashaun Corbin,25,RB,DEV,71,203,,R,2
Carter Coughlin,52,LB,ACT,75,236,3,Minnesota,2
Tae Crowder,48,ILB,ACT,73,235,3,Georgia,2
Korey Cunningham,79,OT,DEV,78,311,5,Cincinnati,2
DJ Davidson,98,DT,RES,75,327,,R,2
Justin Ellis,71,DT,ACT,74,334,9,Louisiana Tech,2
Joshua Ezeudu,75,G,ACT,76,308,,R,2
Jon Feliciano,76,C,ACT,76,325,8,Miami,2
Cordale Flott,28,CB,ACT,73,175,,R,2
Robert Foster,82,WR,CUT,74,196,4,Alabama,2
Tomon Fox,49,LB,ACT,75,260,,R,2
Graham Gano,9,K,ACT,74,202,13,Florida State,2
Nick Gates,65,C,ACT,78,318,5,Nebraska,2
Zyon Gilbert,38,DB,ACT,72,193,,R,2
Jamie Gillan,6,P,ACT,73,207,4,University of Arkansas at Pine Bluff,2
Mark Glowinski,64,G,ACT,76,310,8,West Virginia,2
Kenny Golladay,19,WR,ACT,76,214,6,Northern Illinois,2
Olaijah Griffin,35,CB,CUT,71,176,1,USC,2
Devery Hamilton,62,OT,DEV,78,311,1,Duke,2
Isaiah Hodgins,18,WR,ACT,75,201,2,Oregon State,2
Will Holden,69,G,TRC,79,330,3,Vanderbilt,2
Darnay Holmes,30,CB,ACT,70,195,3,UCLA,2
Tanner Hudson,88,TE,TRC,77,239,3,Southern Arkansas,2
Adoree' Jackson,22,CB,ACT,71,185,6,USC,2
Richie James,80,WR,ACT,69,185,5,Middle Tennessee State,2
Tony Jefferson,36,S,ACT,71,211,9,Oklahoma,2
Collin Johnson,15,WR,RES,78,220,3,Texas,2
Marcus Johnson,87,WR,ACT,73,207,6,Texas,2
Daniel Jones,8,QB,ACT,77,230,4,Duke,2
Solomon Kindley,66,G,DEV,76,340,3,Georgia,2
Casey Kreiter,58,LS,ACT,73,250,7,Iowa,2
Dexter Lawrence,97,NT,ACT,76,342,4,Clemson,2
Justin Layne,35,CB,TRD,74,192,4,Michigan State,2
Shane Lemieux,66,G,ACT,76,310,3,Oregon,2
Julian Love,20,S,ACT,71,195,4,Notre Dame,2
Roy Mbaeteka,61,OT,DEV,79,315,,R,2
Nick McCloud,44,CB,ACT,73,190,2,Notre Dame,2
KC McDermott,,OT,TRC,77,330,4,Miami,2
Micah McFadden,41,ILB,ACT,74,232,,R,2
Marcus McKethan,60,G,RES,79,335,,R,2
Xavier McKinney,29,FS,RSN,72,201,3,Alabama,2
Dre Miller,43,WR,DEV,75,229,,R,2
Henry Mondeaux,96,DT,ACT,76,280,3,Oregon,2
Fabian Moreau,37,CB,ACT,72,204,6,UCLA,2
Chris Myarick,85,FB,ACT,77,261,2,Temple,2
Evan Neal,73,OT,ACT,79,350,,R,2
Azeez Ojulari,51,OLB,ACT,75,240,2,Georgia,2
Matt Peart,74,OT,ACT,79,318,3,Connecticut,2
Tyre Phillips,79,OT,ACT,77,330,3,Mississippi State,2
Kalil Pimpleton,81,WR,DEV,69,175,,R,2
Jason Pinnock,27,CB,ACT,72,205,2,Pittsburgh,2
Sandro Platzgummer,34,RB,DEV,72,198,1,Makai Polk,2
Makai Polk,,WR,DEV,75,197,,R,2
Aaron Robinson,33,CB,RES,72,193,2,UCF,2
Wan'Dale Robinson,17,WR,RES,68,185,,R,2
Quincy Roche,95,LB,DEV,75,245,2,Miami,2
Sterling Shepard,3,WR,RES,70,196,7,Oklahoma,2
David Sills,13,WR,ACT,75,211,2,West Virginia,2
Darius Slayton,86,WR,ACT,73,194,4,Auburn,2
Elerson G. Smith,94,LB,ACT,79,245,2,Northern Iowa,2
Jaylon Smith,45,ILB,ACT,74,240,6,Notre Dame,2
Tyrod Taylor,2,QB,ACT,73,217,12,Virginia Tech,2
Kayvon Thibodeaux,5,OLB,ACT,77,258,,R,2
Andrew Thomas,78,OT,ACT,77,315,3,Georgia,2
Trenton Thompson,39,DB,DEV,73,196,,R,2
Kadarius Toney,89,WR,TRC,72,193,2,Florida,2
Nick Vannett,46,TE,ACT,78,257,7,Ohio State,2
Jihad Ward,55,OLB,ACT,77,287,7,Illinois,2
Davis Webb,12,QB,DEV,77,225,3,California,2
Chuck Wiley,,OLB,CUT,75,255,,R,2
Antonio Williams,,RB,CUT,71,215,1,North Carolina,2
Leonard Williams,99,DE,ACT,77,302,8,USC,2
Nick Williams,93,DE,RES,76,310,8,Samford,2
Rodarius Williams,25,CB,ACT,72,195,2,Oklahoma State,2
Oshane Ximines,53,OLB,ACT,76,254,4,Old Dominion,2
Brian Asamoah,33,LB,ACT,72,226,,R,31
Ross Blacklock,96,DT,ACT,77,307,3,TCU,31
David Blough,10,QB,DEV,73,207,4,Purdue,31
Andrew Booth,23,CB,RES,72,194,,R,31
Kris Boyd,29,DB,ACT,71,195,4,Texas,31
Garrett Bradbury,56,C,ACT,75,300,4,N.C. State,31
Blake Brandel,64,OT,ACT,79,315,2,Oregon State,31
Mike Brown,,DB,TRC,73,222,,R,31
Jonathan Bullard,93,DE,RES,75,290,7,Florida,31
Camryn Bynum,24,S,ACT,72,200,2,California,31
Ty Chandler,32,RB,RSR,71,204,,R,31
Dan Chisena,85,WR,DEV,75,202,3,Penn State,31
Lewis Cine,6,SAF,RES,74,199,,R,31
Ezra Cleveland,72,G,ACT,78,311,3,Boise State,31
Ryan Connelly,57,ILB,DEV,74,234,4,Wisconsin,31
Dalvin Cook,4,RB,ACT,70,210,6,Florida State,31
Kirk Cousins,8,QB,ACT,75,205,11,Michigan State,31
Cameron Dantzler,3,CB,ACT,74,190,3,Mississippi State,31
Christian Darrisaw,71,OT,ACT,77,315,2,Virginia Tech,31
Andrew DePaola,42,LS,ACT,73,229,8,Rutgers,31
Myles Dorn,46,SAF,ACT,74,210,3,North Carolina,31
Troy Dye,45,LB,ACT,75,225,3,Oregon,31
Ben Ellefson,82,TE,RES,75,250,3,North Dakota State,31
Akayleb Evans,21,CB,RES,74,198,,R,31
Chris Garrett,48,LB,DEV,76,245,2,Concordia College St. Paul,31
Tay Gowan,36,CB,ACT,73,186,2,UCF,31
C.J. Ham,30,FB,ACT,71,250,6,Augustana (SD),31
Thomas Hennigan,89,WR,RES,73,210,,R,31
Jordan Hicks,58,ILB,ACT,73,236,8,Texas,31
Kyle Hinton,68,G,DEV,74,315,1,Washburn,31
T.J. Hockenson,87,TE,ACT,77,248,4,Iowa,31
Jacob Hollister,88,TE,TRC,76,245,6,Wyoming,31
Danielle Hunter,99,OLB,ACT,77,263,8,LSU,31
Ed Ingram,67,G,ACT,75,307,,R,31
Theo Jackson,25,DB,ACT,73,198,,R,31
Trishton Jackson,9,WR,DEV,73,191,2,Syracuse,31
Justin Jefferson,18,WR,ACT,73,195,3,LSU,31
Bisi Johnson,81,WR,RES,72,210,4,Colorado State,31
Patrick Jones II,91,LB,ACT,76,264,2,Pittsburgh,31
Greg Joseph,1,K,ACT,72,206,3,Florida Atlantic,31
Eric Kendricks,54,ILB,ACT,72,232,8,UCLA,31
Bryant Koback,38,RB,DEV,72,210,,R,31
William Kwenkeu,47,LB,DEV,73,235,,R,31
Vederian Lowe,63,OT,ACT,78,320,,R,31
James Lynch,92,NT,ACT,76,295,3,Baylor,31
